,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1318,polaroo,"Pay a monthly subscription for all your home services: electricity, gas, internet, water, etc. No suprise bills, under control, comfortable, with the best provider and we save you money!","Marketplace, Saas",,FintechAI & Big Data Series A,Series A,,, 2017,,1,http://startupshub.catalonia.com
1319,pons guitars,building and distributing Electric guitars around the world,Development & Manufacturing,,HardwareAutomation Seed,Seed,,, 2016,,3,http://startupshub.catalonia.com
1320,popaire,"Elaboració de cervesa artesana, realitzant visites guiades i promocionem la cervesa artesana i oferim tasts a domicili o a llocs privats.","Development & Manufacturing, Ecommerce & Trade",,FoodtechNo technology assigned Seed,Seed,,, 2012,,2,http://startupshub.catalonia.com
1321,popsicase,"We help peolple to use their smartphones in an intuitive, safe and comfortable way. we have created, patented and manufactured POPSICASE, a phone case with a foldaway handle that allows the user to hold it intuitively. POPSICASE  is made in Barcelona from fishing nets and scrap aluminium.",Ecommerce & Trade,,ICT & MobileRecycling & RecoveryDigital Content & Media Fashion & Design Hardware  Seed,Seed,,, 2014,,2,http://startupshub.catalonia.com
1322,populetic,Populetic is an online claims company to help users resolve their incidents with airlines.,Consultancy & Agency,,LegaltechConnectivity Pre-seed,Pre-seed,,, 2015,,0,http://startupshub.catalonia.com
1323,portier,"Portier Technologies serves the luxury hospitality market. Designed exclusively for high-end hotels, the Portier service offering is built around a customized, call-enabled 4G smartphone placed in every guest room. The Portier devices are customized for each hotel property, keeping guests connected to the hotel during their entire stay. Guests are able to engage with a hotel's concierge and guest services department anytime, anywhere, whether they are in the hotel or exploring the city.",,,Traveltech & LeisureIoT & Sensors Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1324,postumer,Our job is to cancel the presence of the deceased on the social networks in the knowledge that at the time of death this can be a very traumatic process.,"R+D+I Services, Saas",,Community & Social networkCloud & Edge Computing Pre-seed,Pre-seed,,, 2013,,3,http://startupshub.catalonia.com
1325,power2go,Power2go helps people not to be stressed from the “Low battery” issue by building the biggest European Power banks Rental Stations Operator with personalized digital advertising capabilities based on Big Data analyses.,Advertising,,AdtechIoT & SensorsHardware Robotics & Collaborative Robotics  Seed,Seed,,, 2019,,11,http://startupshub.catalonia.com
1326,practica test,"Practicatest is the leading online driving school in the sector with more than 1,800,000 users who have passed their driving test the first time in our 8 years of experience.",Consultancy & Agency,,EdtechAI & Big Data Undisclosed Funding,-,,, 2018,,0,http://startupshub.catalonia.com
1327,pragmatic diagnostics,Development of reagents for in vitro diagnoses for third parties.,,,HealthtechBioengineering & Regenerative medicine Undisclosed Funding,-,,, 2013,,16,http://startupshub.catalonia.com
1328,predictheon,Generating a Predictive Dimension for Monitoring Systems,,,HealthtechAI & Big Data Series A,Series A,,, 2019,,0,http://startupshub.catalonia.com
1329,premiumguest,PremiumGuest © is a simple and intuitive tool for managing independent clubs and events.,,,Business Services & SoftwareNo technology assigned Undisclosed Funding,-,,,,,1,http://startupshub.catalonia.com
1330,prenomics,"Data Science and Cloud Computing services, bringing AI / ML and advanced data analytics to the reach and budget of SMEs. We are a 

SaaS / DaaS (Data [analytics] as a Service) company.","Consultancy & Agency, Software licence",,Business Services & SoftwareAI & Big Data Seed,Seed,,, 2018,,4,http://startupshub.catalonia.com
1331,prestalo,Prestalo offers a marketplace for consumer loans in Spain. We provide customers a simplified process for applying for consumer loans (only one application) and ensure they get the best interest rates. We handle all the documents for the loan application and only charge banks a commission for paid out loans so we decrease their CAC at no risk.,"Marketplace, Software licence",,FintechAutomation Undisclosed Funding,-,,, 2018,,0,http://startupshub.catalonia.com
1332,prezo,Prezo es un software para la gestión de tu restaurante que mejora el rendimiento de tu negocio.,,,FoodtechAutomation Undisclosed Funding,-,,,,,9,http://startupshub.catalonia.com
1333,pridatect,"Pridatect helps companies to take control of their data protection simplifying personal data protection with automation. With our intuitive and visual software, companies can easily manage their GDPR compliance regulations without complications, reducing time and being able to manage large volumes of data.",,,LegaltechCloud & Edge Computing Undisclosed Funding,-,,, 2017,,0,http://startupshub.catalonia.com
1334,printful,A global leader in print-on-demand and drop shipping services for scaling brands and enterprise-level businesses.,"Development & Manufacturing, Marketplace, R+D+I Services",,EcommerceAutomation Pre-seed,Pre-seed,,, 2019,,0,http://startupshub.catalonia.com
1335,printsome.com,"We are a fresh & vibrant t-shirt printing agency who are here to make things easy for you. Our diverse team of experts & t-shirt printers are always available online, offline or on any other line.",Consultancy & Agency,,Fashion & DesignAutomationLogistic Tech  Seed,Seed,,, 2015,,20,http://startupshub.catalonia.com
1336,privalore,Privalore is a real estate platform that helps you sell your flat quickly.,Marketplace,,ProptechRecycling & Recovery Undisclosed Funding,-,,, 2015,,0,http://startupshub.catalonia.com
1337,process talks,"It was created at 2020 as a spin-off of the Universitat Politècnica de Catalunya. The ultimate goal behind its technology is to bring a disruptive fresh air to the Business Process Management (BPM) sector, changing completely the way processes are modeled.",Development & Manufacturing,,Business Services & SoftwareAutomation Undisclosed Funding,-,,,,,0,http://startupshub.catalonia.com
1338,proecoway,"Importación, desarrollo y venta de productos eco-sostenibles.","Ecommerce & Trade, Software licence",,"Green & EnergytechBioengineering & Regenerative medicineCO2 Capture, Storage & Reuse Water cycle technologies Recycling & Recovery  Pre-seed",Pre-seed,,, 2020,,3,http://startupshub.catalonia.com
1339,profe.com,"Profe.com is an online education platform through which they help students who want to improve their learning in a comfortable, fast and easy way",Others,,EdtechAI & Big Data Seed,Seed,,, 2021,,0,http://startupshub.catalonia.com
1340,project lobster,"We create contemporary eyewear being honest, embracing transparency and keeping things radically simple. 



We offer sustainable high quality prescription and sunglasses from 98€ including prescription lenses. We currently have 3 flagship stores where you can try on our products, enjoy free eye exams and recycle your old glasses.","Ecommerce & Trade, R+D+I Services",,HealthtechAutomation Seed,Seed,,, 2018,,5,http://startupshub.catalonia.com
1341,projecte òrbita,Develop and commercialize tools to detect and intervene on special learning needs.,R+D+I Services,,EdtechBioengineering & Regenerative medicine Pre-seed,Pre-seed,,,,,4,http://startupshub.catalonia.com
1342,prokey,"We elaborate and comercialise a water kefir drink. Prokey it's a delicious and healthy drink with living microorganisms. It is made thanks to the action of living water kefir cultures. This results in a low fat, and low sugar drink.",Development & Manufacturing,,FoodtechNo technology assignedBeauty & Personal care  Seed,Seed,,, 2015,,1,http://startupshub.catalonia.com
1343,prontopiso,ProntoPiso is a digital real estate that uses the latest technology with the largest network of real estate agents in Spain.,Marketplace,,ProptechConnectivity Series B,Series B,,, 2017,,0,http://startupshub.catalonia.com
1344,propcrowd,"PropCrowd is the collective real estate investment platform that allows everyone to invest in a simple, safe and diversified way from only € 100. The main business activities:¿Sourcing for investment opportunities.¿Due diligence of opportunities: jointly with Forcadell and Socilen¿Publishing investment opportunities on the platform: through Socilen¿Promoting open opportunities to potential investors: jointly with Forcadell and Socilen¿Prepare and process investment contracts.",Consultancy & Agency,,FintechCloud & Edge Computing Seed,Seed,,, 2018,,8,http://startupshub.catalonia.com
